name,title,review,rating,rating_out_of,date
A L,Par excellence! Great Honey!!,"After very long found a honey that is par excellence. Enjoyed taste. Healthy colour. Good viscosity. The white foam/bubbles was initially disconcerting, but doesn't seem to detract from the quality of the product. All in all a Good Purchase..",5.0,5.0,2021-06-13
sirison,100% natural,"I thought it's difficult to get a natural honey, but to my surprise I loved the honey , it's 100% natural",5.0,5.0,2021-06-13
satya kiran,Natural taste and value for money,I have been using this for more than a month and I couls see the honey comb pattern on the spoon when ever I stir it in d water.,5.0,5.0,2021-06-12
Amazon Customer,Artificial honey with sugar syrup,It is artificial honey with sugar syrup in it. I will never recommend it to anyone,1.0,5.0,2021-06-12
Customer,Ooo so damn gooooddd!!!,"I am telling you guys, just go for this one without even giving it a second thought. Its taste is so so amazing and texture and flavour is something which is beyond words.I loved it loved it. Totally impressed.Yes I will be its regular customer from now on.Keep it up guys.",5.0,5.0,2021-06-12
sarada,Super,Organic is a natural one,5.0,5.0,2021-06-12
AJIT KUMAR,Pure honey available in market,"Good quality honey,taste is very good,the indigenous honey team is honest &care for the customer,they listen customer .no compromise with quality go for it",5.0,5.0,2021-06-12
Sandesh Janardan,It is very genuine product.Seller and Manufacturer is honest  I felt,Very Genuine product,5.0,5.0,2021-06-12
Rubi,Wow,Super tast,5.0,5.0,2021-06-12
V kAMESWARA RAO,Worst honey,Worst honey,1.0,5.0,2021-06-12
Saravanan Dhanabalan,Fabulous,Excellent quality.  Packing was too good.  Product is pure,5.0,5.0,2021-06-12
MOHAMMAD FAISAL,ORIGINAL TASTE,Don't think.. Go for it.. It is amazing.. Love it 😘😘,5.0,5.0,2021-06-12
Amazon Customer,This is more of a query than a review!,Can someone please tell me why I see this froth on top? Is this gone bad ? Or am I suppose to refrigerate it ? I received this 3-4 days back and I m giving this to young children. My son didnt like the flavor.,2.0,5.0,2021-06-11
Samiulla,Great quality,Somewhat pricey but worth the money! High quality product.,5.0,5.0,2021-06-11
AL Mumbai,Thick and Sweet,For the first time I purchased honey of this brand. Having tried so many other brands I can say that this honey is thicker than all other honey brands I have tried. And it's sweet. What I found impressive is that they send the NMR certification for the batch you receive. As of now I have no reason to not trust what the company says on purity. Likely to buy again. Good product,5.0,5.0,2021-06-11
Loganathan,Taste like real honey..value for money...,Taste like real honey..value for money..,4.0,5.0,2021-06-11
Som,Pure,Pure and tasty. Would buy again and again.,5.0,5.0,2021-06-11
Kindle Customer,The best u can get,"The taste and smell is just awesome. Unlike other products in market which are loaded with sugar, this is purely organic. Go for it.",5.0,5.0,2021-06-11
Salim Javed,Original honey,Its amazing,5.0,5.0,2021-06-11
ryan waters,Best Indian Honey,"This is a fantastic offering from Indigenous Honey. I reckon the best honey in India! It has not been watered down, so it has a beautiful thick viscosity. The sweetness is perfect, not much is needed to sweeten your favourite dish! Well done!",5.0,5.0,2021-06-11
Dattatray K.,Feeling better on real product,Nice one,5.0,5.0,2021-06-11
Arvind Kumar,Expensive,Very expensive,4.0,5.0,2021-06-11
BT,Best quality,Value for money,5.0,5.0,2021-06-10
VENKATESH IYER,Really Honey,"I had mixed thoughts when I ordered this . But after I received we tasted one tsp each and the flavour and taste was yummy ,filling aroma .Not like the commercial brands which are more sweetish , this honey looks really good. Will write more after few days .The super professional packing showed the supplier loves his product and respect it's importance",5.0,5.0,2021-06-10
Samrendra,Purity and taste,Taste and smell is perfect and wild,5.0,5.0,2021-06-10
Gulshan Kumar,Truesome experience...,"Worth it... must have ... for those who really relish the ""natural-wild"" taste n affects of honey ;) .. srsly class apart...smell/taste/tingles everything...",5.0,5.0,2021-06-10
Amazon Customer,It’s not at all pure honey .. keep for few months and you will know the reality,This honey is not pure and I have attached images for your reference . I had bought it in sept 2020 and I had kept it and now I see it has turned to sugar .,1.0,5.0,2021-06-10
Jacob Nathan,Authentic Honey so far,Have tried almost all the honey brands that claim that they are organic.... Of all this seems to be the best... U know it's real honey when it oozes foam on top and ants doesn't like it...,4.0,5.0,2021-06-10
Anu,Worth it.,Looking for a healthy alternative i came across this brand..Glass bottle was well packed and sealed.Flavor wise its a bit different than commercial brands might be because it doesnt contain sugar.But its not bad at all.Its worth buying.,5.0,5.0,2021-06-10
Ameer Basha  Shaik,It is amazing and yummy,It is amazing and yummy,5.0,5.0,2021-06-10
Praveen,Good organic honey,Flavor,5.0,5.0,2021-06-10
I,Best,Best quality product,5.0,5.0,2021-06-10
Ashwin,Rich in taste,1. Rich in taste. Nice flavor2. Packing was excellent .3. Follow up was great.4. Not sure it makes any difference but honey was thick ( viscous) when compare to others I had bought from market so far .,5.0,5.0,2021-06-10
Govind picholiya,Unbelievable,Amazing experience . Real quality .Thanks to indigous honey team. 😍😍😍,5.0,5.0,2021-06-09
Akram Hussein,👌👌,Team is very responsive.Keep it up indigenous community.Stay humble ❤️,5.0,5.0,2021-06-09
Harry Martis,Pure honey,Looks and tastes organic and pure. Very happy with the product.,5.0,5.0,2021-06-09
K. Gayathri Devi,Raw honey,Honey was raw as promised by the supplier,5.0,5.0,2021-06-09
Ayush,Taste is ok,packaging is good only honey was like dabur or patanjali but price is quite high as compared to those brands.,2.0,5.0,2021-06-09
Abhijit Banerjee,Good Quality,,5.0,5.0,2021-06-09
Lalit Mohan pradhan,just superb👌👌👌,Price too much higher than other honey,3.0,5.0,2021-06-08
Maneesh,Doughful about the taste as Raw honey,The taste is not as I eat many times direct from tree..but it's better than other honey available in the market..price is little bit costly,3.0,5.0,2021-06-08
Sanjay Tiwari,Value for money!,"Itz quality product, itz pure & authentic.",4.0,5.0,2021-06-08
Amazon Customer,Pure. Using it for my kids!,Have been trying out a lot of brands for good honey. The search ends here. Gonna be buying from here every time.,5.0,5.0,2021-06-07
Zulphee Ismail,Excellent let them keep this quality for ever,Pure natural colour of real original honey and awesome taste. And expects that they maintain this quality forever. I use this opportunity to thank them and wish them a very good success.,5.0,5.0,2021-06-07
Amazon Customer,Taste is sweet but cost is bitter,,4.0,5.0,2021-06-07
Rajesh Kumar Rolen,Real honey,It's real honey for sure,5.0,5.0,2021-06-07
Bobba Harshith,Never expected it to be such a good product 😍,It’s best I could find,5.0,5.0,2021-06-07
Ravi,Waste of money,Waste product..sent spoiled honey..can't able to return..waste of money,1.0,5.0,2021-06-07
Partha Pratim Mukherjee,Pure honey,Best pure honey,5.0,5.0,2021-06-06
Amazon Customer,Good quality,Good  quality,5.0,5.0,2021-06-06
Fateh Singh Parihar,If you want taste and natural buy this,Is you want pure take this,5.0,5.0,2021-06-06
Saurabh Sinha,Good quality pure honey,"Natural, organic and pure honey. Value for money.",5.0,5.0,2021-06-06
Vaibhaw,Surely everyone should buy this,Photos are already available.Attached here is what they provide along with honey,4.0,5.0,2021-06-06
Ravresh,Very good quality honey,"Original and natural taste like the natural honey from my village, we used to eat in childhood",5.0,5.0,2021-06-06
satyendra kumar,Good product,Very good product. I see more nectural test.,5.0,5.0,2021-06-06
Gopu Natarajan,good,"I am using honey for many years.Initially , I felt this honey product contain more sugar than honey...I got replacement with multi flower honey... after their continuous follow-upsThis is really fine...",4.0,5.0,2021-06-06
Mukesh Singh,Great product,"Great taste, I have tried so many brands, found this one best so far.",5.0,5.0,2021-06-05
ashish,nmr test failed,it failed nmr test,3.0,5.0,2021-06-05
Anik,You can buy....it is a good product,Good product...,5.0,5.0,2021-06-05
Thirupathi Adabathula,Genuinely Pure honey,"This is the best honey I have ever tasted, it’s pure, thick and tasty. I have never written a review for any product till now but I want write a genuine review for this. Because there are so many different honey brands available in the market and almost all of them say that their honey is pure but that’s mixed with sugar or something. But this product is genuinely pure. Go for it without any doubt.",5.0,5.0,2021-06-05
Satinder kaur,Amazing,Loved this honey. Pure and original. Just go for it. Thank you so much,5.0,5.0,2021-06-05
venkatachalapathy c,Recommended,Good one,5.0,5.0,2021-06-05
rupa,Loved it,Absolute value for money,5.0,5.0,2021-06-05
K RAVIKANTH,Pure honey,Pure honey well packed and delivered in time...5 stars to seller and Amazon.,5.0,5.0,2021-06-05
Unnati,"Leaked honey, smells nice couldn't keep it","Leaked box received, looks decent though, feels like pure honey. Disappointed by my order cannot replace now, waste of money",1.0,5.0,2021-06-05
Neha,Pure,Value for money pure honey,5.0,5.0,2021-06-04
Sumit Bali,Superb product,Excellent qualityThe best pure honey I have had so far,5.0,5.0,2021-06-04
PM242,Superb quality,"This is original honey no doubt,  good job Weldon.",5.0,5.0,2021-06-01
NAGAPPAN ANNAMALAI,Excellent is the only word,Good,5.0,5.0,2021-06-01
Philomena Anthony,Not great if u r looking for pure honey....,I thought this to be pure honey but this also taste like dabur honey which i dislike. Not sure which brand should i trust...,3.0,5.0,2021-06-01
Sourav,Worth it,Good one!!,5.0,5.0,2021-06-01
PADMAKAR RAO MANTHA,Pure and tasty raw honey for good health,"While searching for honey in the Amazon website, I noticed Indegenous raw honey and read all reviews and noticed that this honey got good ratings. Nowadays getting unadulterated products is not an easy task because everything is adulterated. Somehow, I want to make a try and purchased this honey. It has come in good packing to protect the glass bottle. It's not exeggaration that the Honey is the BEST and pure and no sugars added. The taste is very good and the same is value for money spent on it. I subscribed and save the product so that I will get the item 10% less than the selling price and rest assuredd that every month Among will deliver the honey without fail. This is a good honey and I recommend my fellow Customers to make a try and I am sure you will not repent for your choice. Good luck to the seller. Keep it up.",5.0,5.0,2021-06-01
ANITA PD.,Pure and well packaged honey,Received in perfect condition. Packaging is too good. The colour and taste both are different from the other honey brands which are present in market. Taste is nice and feels pure. Along with it I received 10 pages documents explaining about the pure honey and certifications.👌👍,5.0,5.0,2021-06-01
Amar,Best Honey,"Honey really good quality.I tried for many products,atlast I am completely satisfied with this product.",4.0,5.0,2021-06-01
Tripti Gain,It's absolutely pure honey,I liked this honey very much. After reading reviews about this product I bought it. Taste is different from what we get in our local markets but this honey works. It's pure. I bought this specially for my child.,5.0,5.0,2021-06-01
Amazonn,"Thick, Sweetest and Amazing!!!",This is one of the best honey I have had. Such a stark difference from what I regularly bought (Dabur). I feel like I have been eating an adulterated version till now. This honey is so delicious and u only need like a small teaspoon to make things sweeter. Such must buy!!,5.0,5.0,2021-06-01
Sumeet P,This is 100% genuine feedback.,"It reminds me of my childhood when we would get pure / unadulterated honey from the remote villages situated near the forest area. It tastes and smells exactly like that. ""Loved it"".I am happy with the packaging, especially using a glass jar container instead of a plastic jar as a cheaper alternative that other sellers use. The jar was completely intact and there was no leakage as well.",5.0,5.0,2021-05-31
Abhi,Go for it,Will order again for sure. Good taste flavor scent,5.0,5.0,2021-05-31
Kundan,Real Honey,Just go for it guys...its raw unheated and authentic honey.,4.0,5.0,2021-05-31
Jeevan,"Its very good honey, I recommend it.",Please go with it.,5.0,5.0,2021-05-31
Idlebrain,LOST FAITH in this product after  FAILED ADULTERATION TESTS done by CSE,"I have frequently purchased from INDIGENOUS HONEY as I found its taste and consistency to be the most authentic compared to all other leading brands.However, I am extremely disappointed after learning that MULTIPLE SAMPLES FAILED THE Nuclear Magnetic Resonance Spectroscopy (NMR) Test which is considered the absolute litmus test for detecting the purity.As such am never buying from INDIGENOUS HONEY ever again and encourage you to please google (just type ""Report: Laboratory results of honey testing CSE"" and the PDF file is available) the lab results and see for yourself on how consumers are being fooled by manufacturers who are adding Chinese 'All Pass Sugar Syrup' to evade detection by low benchmarks of FSSAI testing.Its one thing to proactively give batch samples to lab and claiming we passed the test vs being caught by surprise inspections.Thanks to CSE.",1.0,5.0,2021-05-31
Happy,Value for money,Its very authentic and natural.must buy,5.0,5.0,2021-05-31
Bindusar,100% value for money,"It's worthwhile, this has certainly changed my preference. One thing is sure, I will never purchase branded cheap honey.",5.0,5.0,2021-05-31
Chakra,Excellent choice.,Hi! The honey is really thick and smooth and the writeup you sent along with itt had so much interesting information. It made me feel confident about my purchase. Will be ordering from you again 🙏,5.0,5.0,2021-05-31
Naresh Kotwani,Truly the best honey available in India,The Indegenous honey is pure and thick unlike other brands which I have used. It is shipped in sturdy package. Though the price is a bit on the higher side as compared to other brands but it is offset by the quality and flavour.I would recommend this brand if you really want quality and flavour.,5.0,5.0,2021-05-31
Francis,Highly recommended,Very good quality product.Value for money.Very well packed for safe delivery. Tasty. Highly professional service by the company & team. Superb quality in every sense.,5.0,5.0,2021-05-31
mahipal,Great Honey Product.,I will buy it again.,5.0,5.0,2021-05-31
Debanjali Chakraborty,Very good quality,It's very good.one can test the original flavor of honey.,5.0,5.0,2021-05-31
rahul,Edited Review,"It is thick as Jam, Is that expected?_________Got their customer service call afterwards, asked about the product, raised my concern, they send me 6 samples of different type of honey! All have different thickness, taste, colour.. so 5 star",5.0,5.0,2021-05-30
Surapaneni,A genuine product.,"Excellent quality. Good customer service. Pretty good in terms of flavor, texture, scent. Packaging and info sheet reflect the authenticity of the product & maker.",5.0,5.0,2021-05-30
SANGEETA VERMA,It's a genuine product.i m satisfied to bought it,"I like its flavore.very yummy,😋tastes like original honey  . honestly",5.0,5.0,2021-05-30
Subhabrata,Excellent product and company,"Company provided product literature , background of production along with lab test report of the product. Very few company can do this. Trust on this product and company increased many fold. Fell in love with this product and company.Keep it up !!!!",5.0,5.0,2021-05-30
acapri,Good quality natural honey,good for daily consumption. Not too sweet .,5.0,5.0,2021-05-30
Madhukar Sharma,Indigenous honey (organic),Very good and pure honeyDeserves to get 5 ⭐⭐⭐⭐⭐,5.0,5.0,2021-05-30
Panneer Selvam M,Best one,Best ever I tried so far. Already bought sometimes and will continue tooAppreciate the seller for his efforts to give such genuine product,5.0,5.0,2021-05-30
Aneesh K.,Good product,First of all I would like to inform about their packing it's superb .they done it perfectly,5.0,5.0,2021-05-29
Ado,Purest honey (5 stars),"1. Great product2. Packaging was very good3.Using it for last 15days. I feel the difference with other honey in the market4. Seller was very eager to replace the item if it’s broken or any leakage.Finally We liked so much that, we have subscribed it monthly.",5.0,5.0,2021-05-29
Kunal Kharkanis,Good honey in bad bottle,"The taste of honey is very good and we have been ordering few times.But in last two time the glass bottles have got broken while opening the lid, being delicate. The latest break has caused bad injury to hand resulting in long treatment of doctor. They have to provide sturdy bottle that does not break in normal usage.",3.0,5.0,2021-05-29
Dr T.,Will buy more,It tastes too goodAbsolute value for money,5.0,5.0,2021-05-29
Sonia kamat,Loved it,Very thick and it's awesome.,5.0,5.0,2021-05-29
Indrasena reddy,Pure,Pure,5.0,5.0,2021-05-29
george j m (Coimbatore),Not worth the money,"The consistency and the taste is too thick and caramelized sugar taste compared to real good honey, which we get from the farm.. we have tried and used all sorts of honey..",2.0,5.0,2021-05-29
S N Mishra,Seems like pure,Tastes like pure honey. Packaging was excellent. Comes with test certificate. What else is needed? Yes.. The price seems to be a bit high. But is affordable for a better product,5.0,5.0,2021-05-28
Sanjeev,Real honey,The density and taste of the honey will let you forget all other honey brands in the market. Thank you 😊,5.0,5.0,2021-05-28
Manoj Kunjwal,Honey with most purity out in market,By far the purest one that I have taste and smell.,5.0,5.0,2021-05-28
Mini Pillai,Pure Honey🍯,"Very good honey. Pure 👍🏻 Tastes yummy. Good buy, worth the money. Nice packaging too.",5.0,5.0,2021-05-28
Zainab,It’s Pure and thick 😋,"Really loved it.. it’s thick , pure and yummmmm...😋",5.0,5.0,2021-05-28
Srikanta Murthy,Go for it.,Truly natural. Truly original. Good buy.,5.0,5.0,2021-05-28
Amazon Customer,Best raw honey,This is real raw honey.....being raw its still very tasty u can feel the essence of flowers,5.0,5.0,2021-05-28
Amazon Customer,We felt it has authentic taste,"I have used 2 500g bottles of this honey. we felt it's the real honey, that we used to have it in our childhood. 2nd bottle was really tastier than the 1st one. I believe it's due to the nector flavour. Though it's bit costly but it's worth to buy.I really appreciate and thank you INDIGENOUS HONEY, for trying and giving us real honey.",5.0,5.0,2021-05-28
Ravi,HONEY,Genuine and  flavor also very nice.,5.0,5.0,2021-05-28
Amazon customer,Sugar mixed,Not worth it,1.0,5.0,2021-05-28
Annpurna Pandita,Whimsical buy,"Well the biggest mistake i did is i purchased the honey without looking at the description box. Im allergic to food items which are hot! Here hot means ""Garam Taseer"" after consuming the honey, my stomach started aching!  Plus this is pure honey it contains pollen so you can be allergic to pollen. But it is pure one.",4.0,5.0,2021-05-27
shashank,Recieved a replacement with explanation,Update ::Upon this feedback I was given 5 samples to choose from.. they expalined to me the process of crystallization. And even gave me another 500 gram of eucalyptus honey.I really appreciate they caring for feedbacks and taking action on it. I will definitely recommend this brand for everyone.This is the second time I have bought this honey brand..and this time the honey just appears like frozen sugar .. this picture is during the month of May..when the temperature is well above 30 degree..still it remains frozen..hence this particular bottle I got must be fake or bad in quality .. I want Amazon and the company to take a note of this and inspect my order.. whosoever is at fault must be reprimanded.. stop playing with lives of people stop selling fake food products,5.0,5.0,2021-05-27
TANUJ,Genuine Product,"Genuine Product, Good in Taste and Texture.",5.0,5.0,2021-05-27
Harmehar Singh,Good taste,Good taste. value for money,5.0,5.0,2021-05-27
TT,Excellent product delivered impeccably packed,The product was packed very well and included a detailed leaflet about the product. The seller also messaged as soon as the product was delivered to say they will replace the product should it have any leakage or breakage - even though there was no room for it given the way they packed it.,5.0,5.0,2021-05-27
AKANSH GAUTAM,Try it It is Good,Thick and good in taste than others. RECOMMENDED,5.0,5.0,2021-05-27
Mihir,Pure,Purity is visible. Atlast i found the real honey in India,5.0,5.0,2021-05-27
Rajdip Sen,Good & pure,Value for money 💸,5.0,5.0,2021-05-27
sam,Good for waxing,Its better to be used with waxing strip..Extra thick honey which is a clear sign that its been heated at high temperature 🌡Although seems to be pure but the consistency is too thick..,3.0,5.0,2021-05-26
Rupasish Bhattacharjee,Feedback,I feel honey is quite authentic. Good taste. Love the thickness. Just requested to maintain the quality.,5.0,5.0,2021-05-26
Munisha Venati,Tasty,Nice one with good taste,5.0,5.0,2021-05-26
Ram,Service,Excellent,5.0,5.0,2021-05-26
kumaravel,Recommend,Excellent honey highly recommended,5.0,5.0,2021-05-25
Bhaskar Nandi,Good i think.,"This seems like original honey , or atleast the amount of adulteration is least among all the organic honey i have bought. Its doesn't attract ants which i think is a sign of originality.",4.0,5.0,2021-05-25
Mohan,Quality of honey,"Yesterday I received indigenous honey, certified organic honey. I liked the packaging, brief note on honey quality, thickness, texture. The flavor in good tastes is very good.. value for money in quality.",5.0,5.0,2021-05-25
Amazon Customer,Awesome,Excellent,4.0,5.0,2021-05-25
PVRS  Sastry,Honey in its purest form,Worth buying,5.0,5.0,2021-05-25
Monisha Ajith Ross,Loving it,It’s really good... yum,5.0,5.0,2021-05-25
Amitabh Bakshi,Best Honey in a long time.,Absolutely pure Honey. Love the taste and aroma. Like to order again.The packaging was amazing and swift delivery.The attached brochure has a great amount of information about the honey (good read).,5.0,5.0,2021-05-25
Saibhushan,Good quality,Nice product,5.0,5.0,2021-05-24
Rupinder,Taste great,Well I like the taste of itU don’t know how authentic it isIt comes with a paper which tells you how to identify real honey.Definitely way better then the commercial brands you get outside in the stores.,3.0,5.0,2021-05-24
Vakkachan George,Good Thick Honey,Tastes Good. Very well packed.,5.0,5.0,2021-05-24
Amazon Customer,Wonderful genuine product !,Really good quality !,5.0,5.0,2021-05-24
Shivapriya,Good product,"I found there's a difference between the lots, second one was much thicker than first one. Taste also varied.",5.0,5.0,2021-05-24
Suresh B.,Don't even taste like honey and the honey and don't get fooled with reviews.,"Don't purchase this item based on the reviews and feedback that you see. Totally waste of money, It doesn't even taste like honey. When i dip the spoon in honey bottle the honey is so thick that i could not take out the spoon from the bottle. It just like a thick paste. Also it doesn't taste like honey. I have purchased many brands but this is patetic.",1.0,5.0,2021-05-24
Valp,Really organic!,Genuine honey with classic aroma!,5.0,5.0,2021-05-24
Amazon Customer,"This was my 2nd one, I changed ratings from 5 to 3 stars now after tasting 2nd bottle","Taste of newly ordered one compare to my previous buy it's not that good , it's bit disappointing when quality from bottle to bottle chnges 😕Can easily taste the sugar syrup 😕But it's still good one compare to other brands in market,Kindly don't compromise the quality 🙏🙏",3.0,5.0,2021-05-23
Samir Guha.,Taste.,Excellent.,4.0,5.0,2021-05-23
sudhakara,Could feel it's purity,Undoubtedly it is pure.. I don't know whether it's worth 500rs for 530ml but I am happy with purchase,5.0,5.0,2021-05-23
Sukanya,"Wild, raw, unprocessed and unpasteurised","This is an excellent product. Utterly raw and wild as it claims. I used it with coffee too. It tasted different compared to the raw sugar I used until this morning. But I am sure I will get used to it, after all taste is just an acquired value. Thanks and please keep up the quality. Many things I have bought again seem so diluted in standards within a year.",5.0,5.0,2021-05-23
Vijayant Sharma,Lelo issey best shayad hi mile,I think this is one of best available honey in the market.on a downer side it is a bit expensive.,5.0,5.0,2021-05-23
Arun Gupta,.,White deposit in the bottle.,3.0,5.0,2021-05-23
Kunal Khatri,Superb!!,Very tasty.. worth buying ..,5.0,5.0,2021-05-22
Vishal Parmar,Real Organic honey,A value for money product.,5.0,5.0,2021-05-22
Rajendra Prasad Deka,Indigenous honey makes people healthy & save from korona 19,always used my family at breakfast time for safety & healthy.,5.0,5.0,2021-05-22
Rohit Prasad,"Go for it, you won't regret it.","It's taste is awesome, finally got real honey after having lot of disappointment from the other brands available in market.",5.0,5.0,2021-05-22
Mrs.Gits,I managed to get this honey through Amazon before the delivery date.  Thanks a lot 👍,"Product, taste and quality is good.  My friend who is in UK recommended this honey.  I couldn't get it in the nearby super market where I stay.",4.0,5.0,2021-05-22
silpa,Happy to buy,Well packed. Excellent product.,5.0,5.0,2021-05-22
Gayatri,Good product,Good product,5.0,5.0,2021-05-22
Gayathri Shankar,Very pure and package was awesome,"Flavor and value for money,It's so think and taste awesome .",5.0,5.0,2021-05-22
Nikhil P.,Good consistency and taste.,Liked it!,4.0,5.0,2021-05-22
Anirban,Best product In the market,Best product in the market. Price is a little higher than other brands but you'll also get good quality than other popular brands.,5.0,5.0,2021-05-22
Shaiba Amit Pattanaik,Perfect honey👌,Very good safe packaging.Provided with all test reports.Perfect honey.best one.go for it,5.0,5.0,2021-05-22
Rashmi R.,Genuine quality😊,Worth of money...,5.0,5.0,2021-05-22
Nishit,Amazing,"This product is amazing ! Taste, flavour, scent everything is just amazing.",5.0,5.0,2021-05-22
Mohan,👌👌👌👌👌👌,👌👌👌👌tasty honey good quality and original raw honeyMore than expected quality,5.0,5.0,2021-05-21
sandeep Kiran,Spoiled,Spoiled honey..Don't buy this product,1.0,5.0,2021-05-21
Aarathi,Delicious and worth it!,This is probably the best honey I’ve had in a long time. The consistency of the honey was thick and luscious and the honey was perfectly sweet. Excellent customer service as well. Absolutely will purchase again and 10/10 will recommend.,5.0,5.0,2021-05-21
Annzz,Love this Product,Love this product and best part intertek test Report also provide So we can see and taste is amazing. Love this,5.0,5.0,2021-05-21
Aditya,"Good packaging, arrived on time, tastes very good","Good packaging, arrived on time, tastes very good",5.0,5.0,2021-05-21
Amazon Customer,Five star,Honey was really good. Thank u very much indigenous honey.,5.0,5.0,2021-05-20
Sharmil Anjirwala,Awesome,"I liked it very much. In many honey, when the bottle is near to empty there is solid sugar remains but in indegious honey there is no solid sugar visible. The taste is good. I am very grateful to try this.",5.0,5.0,2021-05-19
Md Rashid Shamim,Orignal pure honey.,,5.0,5.0,2021-05-19
BRS,Discolouration,There was white color at the top of the bottle. Is it fungusYhete was a replacement bottle providedI have started using it and the taste is good,1.0,5.0,2021-05-19
Srikanth Vootla,High priced for the product,Product is very good but priced too high,5.0,5.0,2021-05-19
Ghazanfer Munam,A quality Honey original,Good quality Honey. One can buy it. Very useful in daily food cycles.,5.0,5.0,2021-05-19
shashi bhushan,Excellent product,A little expensive but Honey was really good. It came in glass jar but packaging was quiet good so no worries.I think It is one of the best organic honey you can find on Amazon.I'm looking forward to buy again.,5.0,5.0,2021-05-19
sunandan,Excellent product.,Pure wild honey!!,5.0,5.0,2021-05-18
Amazon Customer,Excellent Product!,"Texture, taste, consistency is very good.",5.0,5.0,2021-05-18
Amazon Customer,"Add it to your cart, close your eyes and hit the buy button","I don't even know where to start. It is THE best honey I have ever tasted. I just received it and decided to give it a taste out of curiosity. O my, was I in heaven! I also tasted the branded honey right away that I normally get as a part of my groceries. Believe me, I can't go back to the branded one ever after the indigenous raw unprocessed honey.",5.0,5.0,2021-05-18
k,Not Original,Not an original,1.0,5.0,2021-05-18
Neelam Mittal,This is awesome 👌,It’s flavour,5.0,5.0,2021-05-18
barinder s.,pure honey,Honey is good and pure 🙂,5.0,5.0,2021-05-17
Kakon Das,Liked it,I liked the quality certifications they posses which gives confidence. Also I liked the taste,5.0,5.0,2021-05-17
Mohammed Ali,Tastes good. Not sure of the purity and authenticity,Tastes good. Not sure of the purity and authenticity,3.0,5.0,2021-05-17
Saroj,Original product,Good product,5.0,5.0,2021-05-17
Melvin,It’s literally very very very “sweeeeeeeeeeeetttt”,"Package and presentation everything seems to be genuine and generously described about genuine honey how it should be,in additional certificate provided with the package.Thanks it was very informative",4.0,5.0,2021-05-17
PR Khan,Pure honey,Taste and purity is natural,5.0,5.0,2021-05-17
Amazon Customer,Indigenous Indeed...!!,Good taste....anytime a better choice of raw honey compared to other brands 👍,5.0,5.0,2021-05-16
Vikrant m.,Very good honey,Pure Honey,5.0,5.0,2021-05-16
saurabh,"Best packaging, authentic honey and good customer support",I really like how the brand delivered the bottle in a properly packaged box with authentication certificate and sent multiple messages and emails to make sure that I like the product and there is no defect or anything bad. This is the brand that I'll recommend to everyone.,5.0,5.0,2021-05-16
Amazon Customer,Excellent product .,,5.0,5.0,2021-05-16
NANDAKUMAR R.,Good pure product and tastes good.,Will recommend to buy the same from a purity and health perspective.,5.0,5.0,2021-05-16
Sara,Good Quality pure honey,Good quality but price is little expensive,5.0,5.0,2021-05-16
Amazon Customer,GO FOR IT.,"The Honey has authentic test, what actually i looking for from long time. Also, seller has provided good information about the Honey process and types of Honey.",5.0,5.0,2021-05-15
Umesh sharma,Genuine tasty Honey,Inwas looking for wild honey for quite some time. This taste good. It quite thick honey. Kids and myself like it.,5.0,5.0,2021-05-15
Shivaadi,Pure and natural,Very good quality product.value for money.very natural taste .i like this product,5.0,5.0,2021-05-15
Nithin,Raw honey,"Good quality, taste and excellent packaging. Highly recommended to try.",5.0,5.0,2021-05-14
Aman Nathaniel,Slurrrp! The Only Way ❤,Thank you so much. We received the bottle in excellent condition and are very happy with the quality of honey. Worth the premium you pay for a certified organic honey.,5.0,5.0,2021-05-14
Jachin Williams,Perfect Honey,I found this honey is original. I use it for my complete health.,5.0,5.0,2021-05-14
Kanad Das,Great quality !,"Great quality raw honey, and they have got the packaging right as well.",5.0,5.0,2021-05-14
Vikrant Vaibhav,Unhygienic honey,"Whenever I drink this honey, my stomach starts aching, it's better to find non organic honey with less sugar than organic honey, it's not clean enough",1.0,5.0,2021-05-14
saurav roy,Authentic honey,V good product,5.0,5.0,2021-05-14
Pranati,Honey love,I love u honey...,5.0,5.0,2021-05-14
Bhakti padmiki,I liked the packaging system a lot,Price is high as compared to other brand but product is good.,4.0,5.0,2021-05-13
Sagorika,Good Product,You get what is advertised & the product quality is top grade!,5.0,5.0,2021-05-13
Nataraju,Thickness of honey,"Thickness of honey is good, compare to other brands",4.0,5.0,2021-05-13
Amazon Customer,Pure One,"Wonderfull wuality taste is natural.... Value for money, i am loving it",5.0,5.0,2021-05-13
abhimanyu bhargava,I want another flao,"Sir i have a subscription this item and i need another flavor, what can i do",5.0,5.0,2021-05-13
GANESH KUMBHAR,101% pure no doubt,Bohat hi badhia product hai.... Bohat jaldi aur ek order karunga... 😇,5.0,5.0,2021-05-13
Kanaav,Excellent,Excellent quality.,5.0,5.0,2021-05-13
Neha A,Loved the honey!,The honey is so viscous and luscious. The company has sent along a detailed description of how real raw honey should be. That's commendable. Really liked it.,5.0,5.0,2021-05-13
Vinitha,Awesome.. pure,I tried many brands but I love this product u can see the purity,5.0,5.0,2021-05-12
anubha j.,Pure,Pure one. Worth to buy,5.0,5.0,2021-05-12
